entity_type,entity_id,flag_type,severity,field_name,message,detected_at,resolved_at,resolution
model,adelayoub/llama-cpp-deletion_scheduled-84820513,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,cip-playground/cip-llm-gateway,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,jave/ai-explainer,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,hermit-bot/hermit,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,Aelian/AI-Brain,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,elvizakos/assistant.el,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,Eldesan/Azerothcore-llm-nvidia-amd-linux-Universal,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,bctecocomm1/bctecocomm1,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,04071012Aa/bellman-ford,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,PeptideX/Canada-s-Trusted-Source-for-Premium-Research-Peptides,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,serpdotai/Chat-LLaMA-8bit-LoRA,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,all-kind-of-stuff/chunk-bunch,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,LakshitSinghBishtTM/CoreAI-Protocol-Suite,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,helloworld1/coze-loop,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,yno/demelt,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,gcyujujhv/fggvujhfllm,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,five88greenn/five88greenn,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,Invu/free-as-in-freedom-v2-ru,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,xzhen/hermes-agent,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,xzhen/hermes-web-ui,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,containerK8s/kubesphere,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,loongarch/kubesphere,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,Lehoang/langalpha,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,xzhen/llama.cpp,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,Yaushin808/Concrete-Project,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,fireside25-a-brep/-deterministic-lead-processor,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,aarghrai/1.58bitLLM,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,CarbonC/156-revolutions,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,somobu_demos/2025_03_smallmc,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,Rockwell_L/221,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,psyb0t/2xbrainz,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,davecb/87_Days,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,noname1625347/A-Decontextualized-LLM-based-Safeguard-Technique-for-Automated-Jailbreak-Mitigation,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,ThomasJuri/a01-quranic-citation-transformer,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,awful-systems/AAA-NO-SLOP.md,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,tyzbit/acars-processor,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,plaintextaccounting/acceptarium,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,tuxracer/activity-pub-llm-agent,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,jenr8ed_code/ActivityPubExtension4AgenticDelegation.and.HITL.Verification,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,bossm0n5t3r/acw,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,2na3k/aeri-chan,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,digital-codes/agent,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,graemeconradie/agent-lightning,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,ctietze/agent-mail,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
model,ngphloc/ava,unverified,medium,evidence_status,Discovery is not verified; keep outside official verified aggregates.,2026-08-20T05:48:21.353031+00:00,,
